Response,Var3,glide ligand efficiency sa,glide evdw,glide ecoul,glide emodel,glide energy,glide einternal,XP GScore,XP HBond,HOMO,LUMO,Lowest Frequency (cm-1),Highest Frequency (cm-1),2nd Lowest Frequency (cm-1),Var24,pZPE,Heat Capacity (cal/mol/K) 298.15K 1.00E+00atm,ln(Q) 298.15K 1.00E+00atm,Prime Coulomb,Prime Covalent,Prime vdW,Prime Solv GB,Prime Energy,Prime Bond Covalent,Prime Angle Covalent,Prime Angle SGB,Prime Torsion Covalent,Prime NB14 LJ,Prime NB14 Elec,Prime NB14 SGB,Prime NBShort LJ,Prime NBShort Lipo,Prime NBShort Elec,Prime NBShort SGB,Prime NBLong LJ,Prime NBLong SGB,Prime Self SGB,Prime Hbond,Prime Packing,Prime SelfCont,gridbox xcent,gridbox ycent,gridbox zcent,gridbox zrange,glide lipo,glide rewards,glide erotb,XP RotPenal,XP LipophilicEvdW,XP Electro,XP Sitemap,IFDScore,HOMO-1,LUMO-1,Zero Point Energy (kcal/mol)-1,"Enthalpy (kcal/mol, 298K)","Free Energy (kcal/mol, 298K)",Total Free Energy at 298.15K (au),X,Centralization,Eccentric connectivity,2-path Kier alpha-modified shape index,3-path Kier alpha-modified shape index,ALOGP10,Average valence connectivity index chi-0,Average valence connectivity index chi-4,Average valence connectivity index chi-5,Balaban-type index from van der waals weighted distance matrix,Balaban distance connectivity index,Connectivity index chi-2,Connectivity index chi-4,E-state topological parameter,Eccentric,First Mohar,First Zagreb index by valence vertex degrees,Global topological charge,Harary,Kier benzene-likeliness index,Kier flexibility,Maximal electrotopological negative variation,Maximal electrotopological positive variation,Mean Wiener,Modified Randic connectivity,Molecular electrotopological variation,Schultz Molecular Topological by valence vertex degrees,Solvation connectivity index chi-5,Valence connectivity index chi-0,Valence connectivity index chi-4,Valence connectivity index chi-5,Van der Waals surface area,Wiener-type index from mass weighted distance matrix,Wiener-type index from van der waals weighted distance matrix,MW,AlogP,Var148,PSA,Estate,Polar
2.866461092,-4.272,-0.909,-27.427,-24.751,-77.02,-52.178,7.406,-8.775,-4.503,-0.25881,-0.11658,15.337,3789.667,24.258,1201.660767,-3.079781882,102.392,56.449,-3765.87,707.58,-325.94,-354.22,-4074.04,58.43,299.67,-3197.372,349.48,485.355,3268.495,-2745.159,-775.629,-225.824,-7011.206,3270.546,-35.661,23.132,-5651.637,-84.59,-8.8,-16.38,-12.858,19.013,2.039,25.171,-0.833,-0.504,0.603,0.258,-2.769,-1.856,-0.024,-212.48,-0.43904,-0.02918,248.981,15.277,-31.837,-1949.727223,73.44608,1212,645,8.18735729,4.239495,104.5540353,0.53763978,0.05078753,0.02827376,1.26594287,1.5954198,12.48412502,7.97075227,95.47785614,1.57142857,106.8348717,514.4444444,0.54598497,107.8740454,0.94974407,6.07180951,5.13402992,5.20251561,5.6031746,95.12527294,70.03596313,17846.44444,6.78471905,15.05391393,3.55512707,2.37499586,390.6619721,1468.672592,2672.071245,419.3821,-0.9492,0.112408719,172.61,86.583,40.607
2.434742657,-3.93,-1.025,-33.025,-22.765,-82.855,-55.79,4.467,-9.896,-5.966,-0.27751,-0.10617,6.635,3789.058,24.624,73.0408592,-1.863565873,103.023,56.775,-3760.46,703.52,-337.58,-365.4,-4106.94,58.697,297.864,-3190.919,346.956,489.45,3271.023,-2734.574,-791.35,-231.056,-7013.705,3251.02,-35.681,17.683,-5614.189,-84.4,-12.13,-19.41,-13.829,22.508,1.624,24.333,-1.056,-0.861,0.603,0.181,-2.295,-1.707,-0.111,-215.24,-0.41623,-0.00481,247.339,15.728,-32.543,-1949.741741,8.98764,1168,694,8.18735729,4.39494883,104.5540353,0.53763978,0.05136939,0.02826531,1.2229456,1.49561403,12.56844468,7.82362269,93.84737926,1.7755102,109.9989881,514.4444444,0.56342427,105.9652264,0.94974407,6.07180951,5.07751515,5.08529518,5.95238095,95.01583405,68.91582448,18897.77778,6.74047013,15.05391393,3.49311844,2.31775538,390.6619721,1556.672592,2760.071245,419.3821,-0.9492,0.112408719,172.61,86.583,40.607
3.997402019,-3.673,-0.927,-28.667,-23.758,-72.021,-52.425,6.468,-8.953,-5.28,-0.26656,-0.1196,9.792,3808.464,22.367,3.794523118,-0.579157203,103.085,56.215,-3778.69,697.1,-329.59,-359.15,-4111.98,58.484,299.495,-3237.26,339.122,485.893,3264.965,-2729.022,-779.633,-227.433,-7025.939,3274.187,-35.848,17.116,-5681.547,-83.09,-11.69,-19.45,-14.62,22.935,0.729,28.051,-1.331,-0.856,0.424,0.182,-2.164,-1.782,-0.121,-214.55,-0.40377,0.01225,255.679,15.806,-32.653,-1929.920999,1.984,1454,791,8.71381821,4.66287743,141.8781195,0.53438038,0.05302198,0.02966094,1.31198465,1.47667836,13.46736956,8.34940611,108.907956,1.99111111,126.8561344,542.4444444,0.56691661,116.177825,0.94448103,6.45119362,4.9091478,5.31885527,6.3954023,101.085851,72.43719673,23497.77778,6.92008838,16.03141134,3.81758252,2.55084123,414.9692094,1945.047804,3168.034855,445.4045,-1.7211,0.019006406,218.55,93.583,42.958
4.447331784,-4.604,-0.965,-29.176,-26.47,-77.861,-55.646,7.442,-9.319,-4.715,-0.26984,-0.1077,28.365,3824.519,36.356,800.0719659,-2.903129053,104.215,55.995,-3780.53,713.82,-335.57,-354.61,-4103.34,58.209,301.573,-3186.46,354.035,484.669,3256,-2734.495,-784.146,-230.516,-7028.283,3265.704,-36.093,9.163,-5633.524,-85.46,-10.86,-19.61,-13.107,21.917,1.961,25.363,-1.08,-0.908,0.424,0.182,-2.904,-2.635,-0.191,-214.49,-0.42192,-0.00559,257.859,15.087,-31.403,-1929.922419,25.5491,1476,740,8.71381821,4.50750959,141.8781195,0.53438038,0.05254009,0.02979272,1.35948158,1.56947935,13.3830499,8.49653569,110.6438364,1.77777778,123.4029957,542.4444444,0.55051103,118.2056416,0.94448103,6.45119362,4.96566257,5.4360757,6.04137931,101.1952899,73.46851028,22272.44444,6.9643373,16.03141134,3.88796689,2.62175924,414.9692094,1842.381138,3065.368189,445.4045,-1.7211,0.019006406,218.55,93.583,42.958
3.465846926,-3.946,-1.077,-25.787,-25.423,-81.316,-51.21,4.326,-10.164,-6.218,-0.26512,-0.06239,-6.207,3775.553,21.53,1168.007241,-3.067445535,99.653,54.893,-3801.6,716.88,-328.54,-358.2,-4116.21,59.241,303.022,-3201.049,354.622,484.264,3217.563,-2708.576,-776.93,-231.784,-7003.9,3245.77,-35.872,15.726,-5612.308,-85.26,-11.33,-16.37,-13.024,21.192,1.94,24.084,-1.298,-0.666,0.457,0.137,-2.351,-1.907,-0.293,-215.97,-0.39802,0.03709,233.172,15.529,-32.094,-2664.113279,74.79958,1306,668,8.81061385,4.560851,154.903455,0.58159952,0.05754158,0.03117514,1.30453819,1.61873114,13.02933054,8.73681499,97.90556812,1.55529132,113.0974399,473.654321,0.56561232,114.1130425,1.00248567,6.79405978,5.18862097,5.41826958,5.67980296,103.0742021,68.45790227,17448.76543,7.23074821,16.86638602,4.37316022,2.71223729,418.2184216,1574.878591,2852.4808,470.2818,0.1741,1.493138178,172.61,86.472,44.638
3.032545632,-4.286,-0.979,-28.019,-23.774,-66.632,-51.793,10.992,-9.242,-4.956,-0.25555,-0.05601,-2.15,3844.59,9.491,56.01570889,-1.748309836,101.068,56.819,-3794.03,716.98,-333.33,-358.44,-4115.23,60.075,304.376,-3210.659,352.525,484.978,3230.701,-2722.106,-782.488,-233.333,-7026.581,3276.459,-35.823,-0.945,-5611.515,-85.79,-10.88,-16.4,-11.94,21.122,1.79,23.029,-0.918,-0.51,0.457,0.196,-2.571,-1.783,-0.128,-215,-0.38936,0.05077,233.784,15.092,-31.662,-2664.12854,7.575,1273,719,8.81061385,4.71763637,154.903455,0.58159952,0.05825881,0.03123526,1.25989181,1.51811404,13.11365021,8.58968541,96.21886956,1.74791914,116.4108867,473.654321,0.58196172,112.1052919,1.00248567,6.79405978,5.1321062,5.30104915,6.0320197,102.9647632,67.32838802,18494.20988,7.18649929,16.86638602,4.3111516,2.65499681,418.2184216,1670.211924,2947.814133,470.2818,0.1741,1.493138178,172.61,86.472,44.638
4.433916216,-4.224,-1.026,-29.404,-19.549,-66.05,-48.953,11.446,-9.688,-5.464,-0.25914,-0.06311,22.217,3788.181,25.71,0.001,3,103.122,56.142,-3792.51,707.04,-320.3,-364.02,-4104.56,58.018,300.193,-3282.53,348.829,482.07,3228.854,-2704.256,-766.974,-227.194,-7004.322,3270.875,-35.393,16.865,-5710.088,-82.23,-8.98,-16.37,-10.018,20.51,1.127,23.458,-0.901,-0.398,0.321,0.138,-2.777,-1.466,-0.119,-214.92,-0.36988,0.07038,241.671,15.455,-32.183,-2644.266407,0.0124,1273,719,8.81061385,4.71763637,154.903455,0.58476337,0.06119771,0.03322806,1.35754103,1.51811404,13.11365021,8.58968541,98.5295405,1.74791914,116.4108867,453.654321,0.58196172,112.1052919,1.01963896,6.79405978,4.8821062,5.41216026,6.0320197,102.5379865,65.38254456,18208.20988,7.18649929,16.95813773,4.52863034,2.82438488,421.5403139,1699.868224,2749.701415,469.297,-0.2867,0.51677322,175.41,85.472,45.352
4.92885471,-4.651,-1.093,-30.921,-25.028,-80.628,-55.949,7.662,-10.314,-5.663,-0.26455,-0.05958,7.83,3795.073,21.063,618.3973824,-2.791267643,103.003,56.138,-3797.85,717.74,-336.28,-353.01,-4114.57,59.596,304.559,-3206.893,353.58,482.502,3203.202,-2690.291,-782.762,-231.83,-6997.936,3246.818,-36.025,5.015,-5620.845,-85.97,-10.96,-16.4,-13.397,21.46,2.048,24.908,-1.193,-0.771,0.321,0.197,-2.82,-1.877,-0.23,-216.04,-0.39962,0.03942,241.261,15.684,-32.185,-2644.22161,25.81548,1306,668,8.81061385,4.560851,154.903455,0.58476337,0.06051335,0.03327934,1.40967466,1.61873114,13.02933054,8.73681499,100.1615306,1.55529132,113.0974399,453.654321,0.56561232,114.1130425,1.01963896,6.79405978,4.93862097,5.52938069,5.67980296,102.6474254,66.37239521,17184.76543,7.23074821,16.95813773,4.59901472,2.8953029,421.5403139,1604.534891,2654.368081,469.297,-0.2867,0.51677322,175.41,85.472,45.352
3.061780582,-5.397,-1.114,-29.241,-25.93,-80.353,-55.171,5.526,-10.272,-4.875,-0.26307,-0.05264,17.944,3773.427,20.88,1238.935752,-3.093048786,97.529,54.618,-3767.66,706.89,-323.08,-361.67,-4082.25,58.904,296.987,-3253.272,351.001,483.755,3248.342,-2728.132,-770.955,-226.511,-7003.728,3283.912,-35.875,12.098,-5700.493,-83.38,-10.43,-16.42,-11.066,20.128,1.813,23.731,-0.981,-0.805,0.525,0.157,-3.398,-1.945,-0.23,-214.38,-0.40953,0.03559,240.202,14.563,-31.221,-2205.193272,75.00598,1212,645,8.40517794,4.37556888,133.6382827,0.56463725,0.05258736,0.03097665,1.2790065,1.5954198,12.48412502,7.97075227,88.45169111,1.57142857,106.8348717,466.0493827,0.54598497,107.8740454,0.98754052,6.33599853,5.02600523,5.28188069,5.6031746,97.43467402,64.20093434,16391.82716,7.02757018,15.80984288,3.68111522,2.60203851,401.3630741,1460.896744,2633.04071,435.8367,-0.4903,0.323370204,172.61,82.694,42.668
2.619969752,-3.714,-1.03,-28.51,-17.831,-69.219,-46.341,12.879,-9.501,-5.787,-0.26395,-0.06176,4.379,3783.186,7.226,147.0353464,-2.167421749,97.567,55.704,-3785.88,701.78,-335.14,-354.65,-4114.96,58.042,300.982,-3182.676,342.757,481.186,3252.063,-2758.495,-780.443,-225.975,-7010.779,3274.101,-35.885,25.665,-5634.801,-84.09,-11.64,-19.36,-12.584,17.186,3.191,26.155,-0.642,-0.523,0.367,0.157,-2.386,-1.337,-0.118,-215.25,-0.39466,0.05219,239.722,14.627,-31.285,-2205.187368,8.99275,1168,694,8.40517794,4.53498748,133.6382827,0.56463725,0.05322216,0.03103412,1.23515349,1.49561403,12.56844468,7.82362269,86.89190965,1.7755102,109.9989881,466.0493827,0.56342427,105.9652264,0.98754052,6.33599853,4.96949046,5.16466026,5.95238095,97.32523513,63.13546002,17374.71605,6.98332126,15.80984288,3.6191066,2.54479803,401.3630741,1548.896744,2721.04071,435.8367,-0.4903,0.323370204,172.61,82.694,42.668
3.799423073,-4.293,-1.065,-23.383,-30.701,-72.056,-54.084,14.085,-9.823,-5.53,-0.25741,-0.05066,-6.137,3844.894,8.9,0.762793911,0.117592782,97.713,55.321,-3787.1,698.39,-329.26,-355.52,-4117.82,59.137,299.139,-3235.855,340.114,483.919,3240.712,-2727.9,-777.257,-232.982,-7026.613,3290.504,-35.922,2.748,-5656.97,-84.63,-10.35,-16.36,-12.435,20.933,1.456,23.136,-0.966,-0.732,0.527,0.226,-2.379,-2,-0.089,-215.71,-0.40303,0.03369,245.418,13.841,-29.352,-2185.141458,0.81512,1168,694,8.18735729,4.39494883,104.5540353,0.54091663,0.05418125,0.030112,1.31461092,1.49561403,12.56844468,7.82362269,96.02213447,1.7755102,109.9989881,494.4444444,0.56342427,105.9652264,0.96746914,6.07180951,4.82751515,5.19640629,5.95238095,94.58905735,67.04148895,18619.77778,6.74047013,15.14566564,3.68432487,2.46918425,393.9838645,1583.793071,2579.197811,418.3974,-1.41,0.038904514,175.41,85.583,41.321
4.282912275,-3.997,-1.015,-27.294,-23.654,-79.792,-50.947,7.255,-9.358,-5.361,-0.25405,-0.07098,14.021,3784.313,21.879,643.0568102,-2.808249342,98.71,54.896,-3776.86,710.56,-334.69,-358.54,-4105.3,58.608,301.419,-3194.028,350.532,483.912,3232.919,-2726.209,-782.494,-233.982,-6981.149,3247.921,-36.109,26.547,-5629.064,-83.9,-11.61,-16.27,-13.177,20.4,2.347,23.165,-1.147,-0.581,0.527,0.226,-2.424,-1.774,-0.072,-214.62,-0.40065,0.04051,248.608,14.72,-31.317,-2185.346664,25.41118,1212,645,8.18735729,4.239495,104.5540353,0.54091663,0.0536387,0.03023931,1.36462172,1.5954198,12.48412502,7.97075227,97.59999498,1.57142857,106.8348717,494.4444444,0.54598497,107.8740454,0.96746914,6.07180951,4.88402992,5.31362672,5.6031746,94.69849625,68.02196401,17590.44444,6.78471905,15.14566564,3.75470924,2.54010226,393.9838645,1495.793071,2491.197811,418.3974,-1.41,0.038904514,175.41,85.583,41.321
3.043543417,-4.143,-1.017,-27.094,-27.095,-74.127,-54.189,10.545,-9.375,-5.232,-0.26301,-0.0624,-11.524,3784.85,5.086,1335.647983,-3.125692013,94.893,53.502,-3778.19,700.24,-323.01,-357.88,-4098.28,58.235,296.165,-3246.924,345.84,482.622,3234.119,-2717.099,-770.064,-227.991,-6995.215,3272.55,-35.566,16.984,-5661.7,-84.36,-10.91,-16.19,-10.979,21.035,1.734,23.352,-0.804,-0.882,0.394,0.241,-2.133,-2,-0.218,-214.29,-0.40779,0.0516,241.237,14.329,-30.803,-1845.146885,74.93209,1476,740,8.71381821,4.50750959,141.8781195,0.53132199,0.04984304,0.02791651,1.26196604,1.56947935,13.3830499,8.49653569,108.404789,1.77777778,123.4029957,562.4444444,0.55051103,118.2056416,0.92786378,6.45119362,5.21566257,5.32496459,6.04137931,101.6220666,75.48697368,22556.44444,6.9643373,15.93965963,3.68838471,2.45665284,411.647317,1810.189016,3280.720191,446.3892,-1.2603,0.05491614,215.75,94.583,42.244
2.64244628,-4.809,-1.005,-29.945,-29.331,-74.457,-59.276,11.026,-9.265,-4.456,-0.26598,-0.04636,-10.405,3782.51,10.676,212.0189637,-2.326374707,94.839,54.203,-3788.13,706.94,-327.95,-356.9,-4112.09,58.508,302.224,-3204.246,346.21,484.703,3247.556,-2742.527,-776.716,-228.843,-7032.139,3284.698,-35.942,4.59,-5622.894,-85.39,-12.18,-19.63,-13.223,21.239,1.955,23.468,-0.811,-0.873,0.562,0.241,-2.548,-2,-0.401,-214.87,-0.40893,0.05359,241.197,14.161,-30.715,-1845.14447,8.79857,1454,791,8.71381821,4.66287743,141.8781195,0.53132199,0.05036633,0.02790014,1.22102241,1.47667836,13.46736956,8.34940611,106.6151431,1.99111111,126.8561344,562.4444444,0.56691661,116.177825,0.92786378,6.45119362,5.1591478,5.20774416,6.3954023,101.5126277,74.31599655,23803.77778,6.92008838,15.93965963,3.62637608,2.39941236,411.647317,1912.855683,3383.386858,446.3892,-1.2603,0.05491614,215.75,94.583,42.244
4.093718844,-3.803,-1.119,-31.868,-24.626,-79.954,-56.493,5.733,-10.319,-6.516,-0.26739,-0.05143,22.099,3802.627,32.354,1.671710815,-0.223161152,98.521,54.26,-3810.71,709.91,-335.85,-349.36,-4129.29,58.114,302.608,-3221.276,349.187,484.004,3245.877,-2718.998,-783.798,-229.194,-7065.837,3290.194,-36.058,-7.011,-5633.112,-85.31,-12.43,-16.36,-14.29,24.042,1.456,26.218,-0.705,-0.924,0.565,0.169,-2.164,-1.847,-0.14,-216.78,-0.38398,0.07728,248.53,14.65,-31.266,-1825.361771,1.32016,1262,682,8.37768316,4.44175185,96.73496026,0.53263034,0.05182532,0.02857104,1.33503625,1.52943501,13.11365021,8.38484071,113.2914032,1.71462545,116.2177954,550.4444444,0.57935524,112.3664391,0.94648454,6.26228106,5.31226052,5.6928165,5.98275862,97.91918437,78.49477949,20806.11111,7.40367646,15.44627984,3.83507342,2.51425127,400.1381099,1702.673444,2817.374852,436.3878,-1.2045,0.062445335,175.41,93.25,41.23
4.494578672,-4.048,-1.034,-24.857,-23.736,-73.755,-48.592,6.359,-9.53,-5.482,-0.26227,-0.04654,21.759,3764.151,32.725,710.7654419,-2.851726304,97.456,53.556,-3787.94,709.9,-333.65,-358.44,-4111.04,59.532,304.007,-3213.931,346.362,481.195,3224.437,-2705.976,-778.919,-228.944,-6983.939,3234.757,-35.925,28.521,-5629.769,-84.75,-10.91,-16.3,-12.683,21.113,2.167,22.937,-1.094,-1.126,0.565,0.242,-2.119,-1.78,-0.286,-215.08,-0.40569,0.05558,249.616,14.408,-30.708,-1825.271991,25.68212,1212,645,8.40517794,4.37556888,133.6382827,0.56791409,0.05543853,0.0329422,1.37981122,1.5954198,12.48412502,7.97075227,90.71555644,1.57142857,106.8348717,446.0493827,0.54598497,107.8740454,1.00526559,6.33599853,4.77600523,5.3929918,5.6031746,97.00789732,62.02820506,16135.82716,7.02757018,15.90159458,3.8806974,2.76714491,404.6849665,1488.017222,2452.167276,434.852,-0.9511,0.111918015,175.41,81.694,43.382
3.054285286,-4.315,-0.945,-27.076,-25.461,-74.87,-52.537,7.165,-8.924,-4.609,-0.25575,-0.05072,20.826,3816.516,26.94,1395.806409,-3.144825188,103.576,55.803,-3784.74,698.82,-328.39,-352.26,-4109.64,57.988,299.373,-3226.048,341.455,486.364,3216.501,-2703.403,-779.009,-232.874,-6975.747,3248.575,-35.745,24.976,-5652.562,-83.17,-10.8,-16.22,-12.981,20.511,2.145,23.509,-1.568,-0.68,0.641,0.275,-2.658,-1.91,-0.044,-214.41,-0.40045,0.03864,268.689,15.44,-31.857,-1860.139388,84.89347,1212,645,8.22755988,4.26455454,128.979947,0.55985534,0.05226857,0.0304979,1.27870089,1.5954198,12.48412502,7.97075227,86.58219456,1.57142857,106.8348717,466.4444444,0.54598497,107.8740454,0.98084585,6.12022724,4.96736325,5.32496459,5.6031746,94.25924754,61.39055456,16442.44444,6.78471905,15.67594946,3.65879965,2.56182373,406.4984674,1478.418788,2633.929443,415.4182,-0.6685,0.214535912,172.61,80.583,42.533
2.617082865,-4.383,-1.141,-26.301,-29.43,-73.333,-55.731,14.67,-10.766,-6.383,-0.24848,-0.03892,4.361,3782.8,9.669,466.428445,-2.668785028,102.778,56.708,-3788.55,686.43,-330.74,-359.97,-4139.22,58.497,296.43,-3235.754,331.504,487.671,3229.609,-2694.062,-782.32,-229.09,-7012.323,3256.476,-36.088,7.589,-5643.028,-84.15,-13.6,-19.55,-13.727,21.933,1.294,27.917,-0.829,-0.783,0.641,0.192,-2.435,-2,-0.097,-217.73,-0.38552,0.05632,268.785,15.425,-31.929,-1860.15288,20.49334,1168,694,8.22755988,4.42074132,128.979947,0.55985534,0.05289399,0.0305437,1.23486808,1.49561403,12.56844468,7.82362269,85.05436904,1.7755102,109.9989881,466.4444444,0.56342427,105.9652264,0.98084585,6.12022724,4.91084849,5.20774416,5.95238095,94.14980865,60.34158933,17427.77778,6.74047013,15.67594946,3.59679103,2.50458325,406.4984674,1566.418788,2721.929443,415.4182,-0.6685,0.214535912,172.61,80.583,42.533
3.805763251,-3.534,-0.927,-26.737,-20.669,-70.702,-47.406,7.522,-8.754,-5.22,-0.23281,-0.02873,12.953,3821.69,28.909,57.85335729,-1.762328567,105.117,56.235,-3789.18,692.81,-329.17,-358.97,-4123.67,58.374,302.744,-3243.638,331.694,487.665,3217.995,-2702.336,-780.908,-224.646,-7002.771,3270.622,-35.927,4.239,-5683.592,-85.03,-9.79,-19.68,-9.268,16.808,4.665,27.686,-0.515,-0.531,0.451,0.193,-2.26,-2.2,-0.115,-214.94,-0.36515,0.07885,276.576,15.686,-32.102,-1840.281396,8.18952,1318,760,8.82962424,4.63540175,128.979947,0.55779136,0.05464936,0.03031335,1.30632505,1.4819274,12.73754666,8.13423991,91.73640858,1.94768133,118.6507459,482.4444444,0.54847735,110.8215257,0.9772337,6.62713464,4.724624,5.36636803,6.19458128,98.06641584,61.39950085,19686.77778,6.83391349,16.17594946,3.82545494,2.54632135,422.1430287,1768.585487,2881.890759,430.4329,-1.6319,0.023339954,184.64,83.083,43.884
4.271808601,-4.51,-0.93,-38.755,-17.683,-83.278,-56.438,13.366,-8.778,-4.268,-0.25302,-0.04334,19.709,3812.97,32.03,1085.028344,-3.035441083,104.88,55.943,-3780.89,700.5,-343.71,-355.17,-4123.26,58.706,301.603,-3237.518,340.191,480.933,3199.146,-2693.314,-789.028,-229.785,-6973.663,3268.008,-35.616,4.924,-5653.544,-83.25,-14.79,-16.16,-12.887,23.601,2.833,26.195,-1.322,-0.844,0.644,0.193,-3.087,-1.326,-0.225,-214.94,-0.35246,0.09631,277.147,15.494,-31.926,-1840.311631,36.5616,1351,711,8.82962424,4.47711393,128.979947,0.55779136,0.05410888,0.03043302,1.35464835,1.57780851,12.653227,8.28136949,93.27966314,1.73365042,115.337299,482.4444444,0.53204278,112.7898435,0.9772337,6.62713464,4.78113876,5.48358845,5.84236453,98.17585473,62.33322979,18614.44444,6.87816241,16.17594946,3.89583931,2.61723937,422.1430287,1673.252153,2786.557426,430.4329,-1.6319,0.023339954,184.64,83.083,43.884
2.862962545,-4.062,-0.952,-29.935,-19.348,-68.059,-49.283,7.241,-8.776,-4.714,-0.2698,-0.05701,20.011,3816.773,27.242,1396.299925,-3.144978715,100.49,55.137,-3772.49,705.98,-329.25,-358.87,-4096.69,58.217,300.08,-3214.827,347.685,484.946,3234.464,-2712.594,-778.128,-229.239,-7004.759,3261.531,-36.065,4.185,-5648.061,-85.54,-10.85,-16.43,-11.868,22.622,0.54,24.565,-0.904,-0.964,0.687,0.294,-2.694,-1.451,-0.112,-213.61,-0.38836,0.05975,264.484,15.039,-31.578,-1785.301112,84.19987,1351,711,8.82962424,4.47711393,128.979947,0.55462751,0.0513369,0.02851317,1.25725748,1.57780851,12.653227,8.28136949,90.90059407,1.73365042,115.337299,502.4444444,0.53204278,112.7898435,0.96008041,6.62713464,5.03113876,5.37247734,5.84236453,98.60263142,64.57777738,18884.44444,6.87816241,16.08419775,3.69625713,2.45213297,418.8211363,1643.595854,2984.670144,431.4176,-1.1711,0.067437273,181.84,84.083,43.17
2.45136494,-3.745,-1.022,-24.308,-23.195,-69.06,-47.503,3.85,-9.422,-5.677,-0.26176,-0.04319,-9.766,3782.61,-7.894,560.0228797,-2.74820577,95.967,54.254,-3776.46,700.39,-334.35,-365.46,-4118.08,59.158,298.541,-3215.512,342.694,484.446,3249.067,-2748.662,-783.247,-229.565,-7026.993,3299.008,-35.552,-0.599,-5659.334,-84.97,-11.24,-16.43,-13.315,21.519,1.538,23.765,-1.038,-0.883,0.687,0.294,-2.005,-1.74,-0.201,-215.33,-0.3797,0.07242,264.619,15.151,-31.82,-1785.332839,19.15414,1318,760,8.82962424,4.63540175,128.979947,0.55462751,0.05191784,0.02851062,1.2156441,1.4819274,12.73754666,8.13423991,89.29570467,1.94768133,118.6507459,502.4444444,0.54847735,110.8215257,0.96008041,6.62713464,4.974624,5.25525691,6.19458128,98.49319253,63.50438484,19978.77778,6.83391349,16.08419775,3.63424851,2.39489249,418.8211363,1738.929187,3080.003477,431.4176,-1.1711,0.067437273,181.84,84.083,43.17
-0.246498581,-4.165,-1.002,-31.066,-20.627,-67.214,-51.693,8.567,-9.241,-5.076,-0.24653,-0.03747,16.095,3845.26,25.29,5.434845831,-0.735187229,101.549,55.449,-3773,685.66,-341.13,-367.5,-4134.34,57.739,298.703,-3265.784,329.216,480.329,3240.516,-2703.845,-785.692,-227.217,-7022.067,3287.705,-35.77,-7.571,-5694.203,-83.24,-11.73,-16.18,-15.053,22.536,0.628,27.831,-1.062,-0.975,0.689,0.207,-2.642,-1.547,-0.107,-215.96,-0.37138,0.08211,265.364,16.401,-32.312,-1888.4398,6.33212,1168,694,8.22755988,4.42074132,128.979947,0.56313218,0.05570584,0.03239039,1.32839556,1.49561403,12.56844468,7.82362269,87.44917117,1.7755102,109.9989881,446.4444444,0.56342427,105.9652264,0.99857091,6.12022724,4.66084849,5.31885527,5.95238095,93.72303195,58.18153952,17149.77778,6.74047013,15.76770117,3.78799746,2.65601211,409.8203598,1593.539266,2541.056009,414.4335,-1.1293,0.074250606,175.41,79.583,43.247
-0.049605613,-3.883,-0.959,-25.602,-32.011,-79.388,-57.613,9.721,-8.84,-4.957,-0.25088,-0.04952,19.595,3778.345,24.334,991.5234449,-2.996302988,100.76,55.516,-3798.04,717.99,-331.7,-352.23,-4108.2,59.705,304.822,-3197.461,353.463,483.122,3225.489,-2713.753,-778.721,-229.692,-7022.105,3263.48,-36.102,4.378,-5622.935,-85.76,-12.35,-16.42,-13.356,21.717,1.737,25.194,-1.099,-1.1,0.483,0.295,-2.066,-2,-0.348,-214.25,-0.27246,-0.10368,265.364,16.401,-32.312,-1888.4398,35.263,1212,645,8.22755988,4.26455454,128.979947,0.56313218,0.05511974,0.03246345,1.3794552,1.5954198,12.48412502,7.97075227,88.9161498,1.57142857,106.8348717,446.4444444,0.54598497,107.8740454,0.99857091,6.12022724,4.71736325,5.4360757,5.6031746,93.83247084,59.09084116,16186.44444,6.78471905,15.76770117,3.85838183,2.72693013,409.8203598,1505.539266,2453.056009,414.4335,-1.1293,0.074250606,175.41,79.583,43.247
